915.44,-208.6,13542.92,-486,-152,-14642,-2.25,292.06,8.25
628.44,-36.6,15124.92,26,298,-14204,27.81,291.09,5.52
800.44,-239.6,11673.92,-400,490,-14332,60.59,287.18,2.79
277.44,142.4,13850.92,68,-198,-14586,94.29,279.38,0.05
-7.56,78.4,7228.92,-422,600,-14616,111.6,270.61,-1.77
260.44,-19.6,12264.92,224,-214,-14518,138.01,257.93,-2.68
203.44,15.4,8188.92,14,1264,-14600,154.41,248.18,-3.59
174.44,-127.6,8493.92,-80,-202,-14760,173.53,232.57,-5.41
-190.56,-272.6,1686.92,-790,-848,-14690,182.64,226.72,-6.32
1.44,20.4,511.92,-28,962,-14822,183.55,224.77,-5.41
-42.56,279.4,424.92,-156,96,-14842,185.37,224.77,-5.41
140.44,-76.6,7017.92,-366,-1174,-14472,190.84,220.87,-6.32
266.44,15.4,6025.92,-518,168,-14738,200.86,211.12,-8.14
412.44,269.4,5602.92,40,290,-14772,211.79,201.37,-8.14
519.44,-67.6,5391.92,-200,704,-14812,219.07,192.59,-9.06
725.44,148.4,7791.92,-394,-102,-14520,228.18,182.84,-10.88
156.44,2.4,9369.92,-408,-690,-14634,240.93,163.33,-10.88
51.44,24.4,8566.92,-128,318,-14740,250.04,148.71,-12.7
287.44,90.4,9102.92,38,-258,-14698,260.06,128.23,-11.79
419.44,-31.6,11432.92,-590,250,-14684,267.35,110.67,-12.7
-190.56,-35.6,9323.92,-968,-124,-14680,277.36,83.37,-13.61
253.44,206.4,10160.92,530,216,-14354,280.1,65.81,-14.52
45.44,51.4,7749.92,462,364,-14850,286.47,42.41,-13.61
364.44,436.4,17167.92,150,-334,-14650,287.38,7.3,-13.61
96.44,268.4,10957.92,582,-744,-14510,284.65,-20.98,-11.79
66.44,291.4,9143.92,504,-546,-14526,281.01,-45.36,-12.7
173.44,-26.6,6992.92,38,180,-14728,277.36,-58.04,-9.97
-120.56,303.4,8004.92,508,92,-14436,272.81,-76.57,-10.88
264.44,10.4,8621.92,-82,306,-14412,267.35,-93.14,-9.97
-34.56,55.4,9657.92,-320,276,-14704,260.97,-111.67,-8.14
32.44,133.4,8354.92,226,22,-14748,253.68,-128.25,-7.23
85.44,-16.6,8669.92,64,396,-14804,243.67,-144.83,-7.23
-22.56,163.4,8211.92,358,548,-14416,232.74,-159.46,-7.23
318.44,-166.6,10987.92,-698,492,-14494,220.9,-176.04,-7.23
116.44,-14.6,11468.92,6,10,-14704,204.5,-196.51,-4.5
168.44,-296.6,11563.92,358,-32,-14650,189.93,-212.12,-4.5
400.44,-313.6,11403.92,610,-170,-14500,168.98,-227.72,-2.68
214.44,-134.6,12790.92,-202,-106,-14654,148.94,-240.4,-1.77
258.44,-308.6,12881.92,-334,152,-14938,122.53,-255.03,-0.86
-288.56,-812.6,10602.92,484,46,-14722,102.49,-264.78,0.05
-262.56,-1046.6,8265.92,-274,442,-14506,85.19,-274.53,-1.77
25.44,22.4,7590.92,-28,-228,-14464,71.52,-278.43,-0.86
-203.56,-306.6,6680.92,-98,10,-14676,54.22,-281.36,0.96
-575.56,253.4,4594.92,376,416,-14500,41.47,-286.23,-0.86
-1233.56,513.4,3783.92,-372,518,-15086,34.18,-287.21,-0.86
177.44,70.4,1791.92,366,296,-14776,26.89,-288.18,0.05
-1495.56,949.4,2324.92,-74,862,-14196,20.52,-290.13,-2.68
396.44,-153.6,3.92,134,566,-14754,18.7,-292.08,-2.68
-816.56,789.4,89.92,342,610,-14622,16.88,-294.03,-2.68
-1654.56,630.4,3689.92,114,1688,-14254,2.3,-299.89,-6.32
200.44,268.4,-2846.08,282,1340,-14638,0.48,-300.86,-7.23
-1513.56,2093.4,462.92,-156,1356,-15056,0.48,-297.94,-7.23
-93.56,475.4,17.92,946,1032,-14548,-4.07,-301.84,-7.23
536.44,-654.6,-10.08,394,998,-14736,-2.25,-299.89,-6.32
-563.56,104.4,11.92,568,998,-14890,-3.16,-300.86,-8.14
-5.56,-440.6,6613.92,40,1296,-15578,-7.72,-298.91,-6.32
4196.44,-2358.6,15772.92,-2122,1692,-14456,-32.31,-297.94,-3.59
-1160.56,-538.6,14723.92,1284,1194,-14378,-64.19,-291.11,-3.59
317.44,-789.6,10017.92,-140,1260,-14392,-91.51,-286.23,-4.5
-557.56,-542.6,11781.92,734,1250,-14872,-112.46,-278.43,-3.59
496.44,-529.6,9650.92,192,564,-15068,-138.87,-266.73,-2.68
-1951.56,-308.6,10546.92,648,138,-15070,-161.64,-255.03,-3.59
-155.56,-336.6,8667.92,866,938,-14640,-176.21,-247.23,-4.5
-706.56,271.4,9786.92,-94,1880,-14152,-195.34,-233.57,-4.5
-101.56,-427.6,8852.92,1202,824,-14764,-212.65,-218.94,-3.59
-143.56,-206.6,9139.92,850,1226,-14484,-229.95,-200.42,-3.59
-650.56,45.4,11548.92,928,1588,-14206,-242.7,-184.81,-3.59
69.44,-774.6,11734.92,492,576,-14674,-261.83,-157.51,-3.59
-678.56,-526.6,10043.92,504,1808,-14594,-275.49,-136.05,-3.59
-1390.56,162.4,10259.92,324,-38,-14608,-285.51,-114.6,-4.5
598.44,-677.6,7776.92,1728,1174,-13570,-291.89,-92.17,-3.59
222.44,-408.6,4451.92,784,-194,-15590,-295.53,-78.52,-2.68
336.44,-188.6,5156.92,106,780,-14566,-296.44,-62.91,-0.86
671.44,-535.6,3682.92,1234,1258,-14412,-297.35,-54.14,0.05
201.44,-629.6,3459.92,1516,988,-14606,-298.26,-43.41,1.87
-229.56,-574.6,6033.92,1130,1276,-14666,-298.26,-33.66,1.87
-102.56,-173.6,4141.92,778,1502,-14590,-297.35,-21.95,3.7
-184.56,-628.6,8885.92,1576,1460,-14396,-300.08,-5.38,2.79
-263.56,-805.6,10342.92,464,1722,-14826,-297.35,15.1,3.7
151.44,-639.6,8611.92,640,470,-14852,-293.71,43.38,5.52
-329.56,-516.6,8388.92,956,630,-14728,-290.06,62.89,3.7
-279.56,-508.6,8286.92,1092,868,-14490,-285.51,83.37,5.52
-366.56,-465.6,9047.92,652,1464,-14592,-279.13,104.82,5.52
-649.56,-463.6,7956.92,784,772,-14590,-269.12,120.43,6.43
-103.56,-387.6,4465.92,772,-342,-14702,-260.92,137,7.34
-212.56,-44.6,2560.92,848,1462,-14528,-260.01,139.93,6.43
-113.56,-122.6,-10.08,664,980,-14708,-256.36,143.83,7.34
-718.56,622.4,-17.08,956,1010,-14754,-258.19,141.88,6.43
-611.56,557.4,-40.08,1020,1198,-14566,-260.01,138.95,2.79
-244.56,333.4,-44.08,1116,1236,-14528,-260.92,137.98,6.43
-20.56,135.4,-33.08,1128,1368,-14514,-261.83,137,7.34
144.44,-54.6,-25.08,1058,1100,-14622,-260.92,137.98,5.52
340.44,-329.6,-50.08,1046,1224,-14686,-260.92,137.98,5.52
251.44,-97.6,-18.08,1100,1184,-14576,-260.01,139.93,5.52
526.44,-307.6,-5.08,1122,1070,-14438,-258.19,140.9,5.52
1247.44,-782.6,-39.08,1268,1348,-14212,-255.45,145.78,5.52
3783.44,-3731.6,-245.08,684,542,-14500,-247.26,154.56,6.43
298.44,-52.6,14.92,-138,-220,-14550,-237.24,166.26,9.16
103.44,7.4,3.92,108,118,-14746,-237.24,167.23,7.34
-117.56,143.4,-15.08,164,58,-14564,-238.15,166.26,8.25
46.44,-45.6,12.92,90,98,-14658,-237.24,166.26,7.34
-81.56,-6.6,14.92,88,64,-14628,-237.24,166.26,8.25
9.44,-28.6,-0.08,124,48,-14700,-237.24,166.26,7.34
-230.56,221.4,-6.08,168,128,-14694,-237.24,166.26,7.34
-130.56,153.4,-9.08,150,110,-14658,-239.06,164.31,7.34
-581.56,362.4,-11.08,184,112,-14704,-239.06,164.31,8.25
-3255.56,2831.4,116.92,1700,1898,-13920,-249.08,151.63,7.34
-21.56,243.4,2.92,918,964,-14448,-252.72,148.71,6.43
-297.56,296.4,23.92,770,714,-14832,-252.72,148.71,5.52
539.44,-515.6,-29.08,856,936,-14650,-251.81,147.73,6.43
2905.44,-2714.6,-2314.08,1118,594,-13834,-249.08,151.63,8.25
965.44,-3099.6,-189.08,-788,-92,-15640,-237.24,160.41,10.98
298.44,965.4,-195.08,310,-250,-14772,-236.33,162.36,9.16
-2403.56,2202.4,-1859.08,90,1122,-14362,-241.79,156.51,9.16
163.44,-978.6,-2159.08,-182,350,-14588,-241.79,151.63,10.07
-492.56,267.4,-1641.08,-94,268,-14774,-243.61,148.71,10.07
166.44,-108.6,-169.08,6,500,-14654,-245.43,145.78,10.98
239.44,87.4,7.92,48,458,-13880,-246.35,147.73,10.98
-1417.56,2019.4,113.92,346,218,-14918,-249.08,147.73,8.25
-782.56,441.4,85.92,-2,648,-15098,-252.72,142.85,7.34
-277.56,400.4,65.92,-148,326,-15014,-251.81,143.83,8.25
-782.56,635.4,646.92,486,170,-14588,-253.63,144.81,7.34
-92.56,375.4,1163.92,650,646,-14530,-253.63,144.81,8.25
-285.56,-138.6,1448.92,516,106,-14722,-251.81,148.71,7.34
734.44,-478.6,317.92,418,404,-14736,-250.9,150.66,6.43
208.44,-170.6,-1.08,460,410,-14670,-249.99,153.58,8.25
558.44,-576.6,-7.08,426,418,-14644,-247.26,154.56,7.34
23.44,-108.6,50.92,394,400,-14742,-245.43,155.53,6.43
459.44,-404.6,126.92,352,290,-14638,-245.43,156.51,7.34
-300.56,340.4,23.92,374,282,-14690,-245.43,155.53,7.34
-481.56,456.4,22.92,302,226,-14636,-246.35,154.56,7.34
-445.56,342.4,12.92,410,408,-14708,-248.17,153.58,6.43
-578.56,528.4,24.92,594,614,-14602,-250.9,150.66,7.34
-206.56,272.4,5.92,630,602,-14656,-251.81,150.66,5.52
-421.56,347.4,17.92,632,628,-14648,-251.81,149.68,5.52
-332.56,350.4,12.92,726,792,-14692,-253.63,148.71,5.52
-65.56,89.4,2.92,682,668,-14640,-253.63,147.73,5.52
-33.56,109.4,6.92,716,728,-14672,-254.54,146.76,5.52
-46.56,6.4,-0.08,682,606,-14686,-254.54,147.73,4.61
-70.56,105.4,2.92,712,734,-14686,-254.54,146.76,4.61
-179.56,158.4,9.92,714,682,-14698,-254.54,146.76,4.61
-177.56,212.4,5.92,758,746,-14666,-256.36,145.78,4.61
-326.56,328.4,15.92,766,728,-14658,-257.27,144.81,4.61
